PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
1 2 3 -1 -2 -3 
-1.18766E-07 3.75549E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.16204E-07 3.73996E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.13542E-07 3.72382E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.10783E-07 3.70709E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.07926E-07 3.68976E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.04973E-07 3.67185E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.01924E-07 3.65337E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-9.95015E-08 3.63868E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-9.87827E-08 3.63432E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-9.52928E-08 3.61316E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-9.16992E-08 3.59137E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-8.80047E-08 3.56896E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-8.42127E-08 3.54597E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-8.03263E-08 3.52240E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-7.63490E-08 3.49829E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-7.22845E-08 3.47364E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-6.81365E-08 3.44849E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-6.39087E-08 3.42285E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-5.96048E-08 3.39676E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-5.52288E-08 3.37022E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-5.07842E-08 3.34327E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-4.62748E-08 3.31593E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-4.17043E-08 3.28821E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-3.70760E-08 3.26015E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-3.23936E-08 3.23175E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-2.76601E-08 3.20305E-08 0.00000E+00 1.38902E-06 -1.38902E-06 0.00000E+00 
-1.56847E-07 5.25933E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.53463E-07 5.23757E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.49948E-07 5.21497E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.46304E-07 5.19154E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.42531E-07 5.16728E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.38630E-07 5.14220E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.34605E-07 5.11631E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.31405E-07 5.09574E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.30456E-07 5.08963E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.25847E-07 5.06000E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.21101E-07 5.02948E-08 0.00000E+00 1.83454E-06 -1.83454E-06 0.00000E+00 
-1.16222E-07 4.99811E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-1.11214E-07 4.96591E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-1.06082E-07 4.93290E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-1.00829E-07 4.89913E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-9.54614E-08 4.86461E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-8.99834E-08 4.82939E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-8.44000E-08 4.79349E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-7.87162E-08 4.75694E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-7.29370E-08 4.71978E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-6.70673E-08 4.68204E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-6.11121E-08 4.64374E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-5.50761E-08 4.60493E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-4.89639E-08 4.56563E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-4.27800E-08 4.52586E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-3.65289E-08 4.48567E-08 0.00000E+00 1.83453E-06 -1.83453E-06 0.00000E+00 
-2.07140E-07 7.36549E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-2.02671E-07 7.33501E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.98029E-07 7.30337E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.93217E-07 7.27055E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.88234E-07 7.23657E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.83083E-07 7.20145E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.77766E-07 7.16520E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.73541E-07 7.13638E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.72287E-07 7.12783E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.66200E-07 7.08633E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.59933E-07 7.04359E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.53489E-07 6.99966E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.46875E-07 6.95456E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.40097E-07 6.90834E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.33160E-07 6.86104E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.26071E-07 6.81270E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.18837E-07 6.76337E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.11463E-07 6.71309E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-1.03957E-07 6.66191E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-9.63245E-08 6.60986E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-8.85727E-08 6.55701E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-8.07079E-08 6.50338E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-7.27364E-08 6.44902E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-6.46643E-08 6.39398E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-5.64976E-08 6.33829E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-4.82420E-08 6.28200E-08 0.00000E+00 2.42297E-06 -2.42297E-06 0.00000E+00 
-2.73562E-07 1.03152E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.67659E-07 1.02725E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.61530E-07 1.02281E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.55173E-07 1.01822E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.48593E-07 1.01346E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.41790E-07 1.00854E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.34769E-07 1.00346E-07 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.29188E-07 9.99429E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.27533E-07 9.98232E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.19494E-07 9.92419E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.11217E-07 9.86434E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-2.02707E-07 9.80281E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.93972E-07 9.73965E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.85021E-07 9.67492E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.75860E-07 9.60868E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.66498E-07 9.54099E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.56943E-07 9.47190E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.47205E-07 9.40148E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
-1.37292E-07 9.32980E-08 0.00000E+00 3.20015E-06 -3.20015E-06 0.00000E+00 
